cip_year,source_page,department,project_type,project_name,project_id,address_location,previous_appropriations,project_total,project_description,project_justification,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,start_year,end_year
2007,512,Park & Recreation,Other Parks,Sunset Cliffs Natural Park - Drainage Study,29-871.0,Council District: 2; Community Plan: Peninsula,305000,395000,"This project provides for a study to identify and analyze drainage and erosion issues, recommend solutions, and provide environmental review of the recommendations.",Drainage and erosion improvements to the park are recommended in the Peninsula Community Plan and the draft Sunset Cliffs Natural Park Master Plan.,0,90000,0,0,0,0,0,0,0,0,0,2009,2009
2007,513,Park & Recreation,Other Parks,Sunshine Berardini Fields Development,29-890.0,Council District: 4; Community Plan: Mid-City,260000,8774000,"This project provides for a general development plan and design and development of the Sunshine Berardini Fields. The proposed improvements may include a comfort station, playground area, a picnic area and amenities, landscaping, security lighting, accessible parking, driveway access, and habitat restorations as part of the Chollas Creek Enhancement Program.",This project contributes to satisying the population-based park acreage requirement set forth in the City's Progress Guide and General Plan.,0,3373200,5140800,0,0,0,0,0,0,0,0,2009,2010
2007,514,Park & Recreation,Other Parks,Taylor Street Slope Reconstruction,29-905.0,Council District: 3; Community Plan: Old San Diego,1226848,1226848,This project provides for the reconstruction of a failed slope at the northeastern end of Presidio Park along Taylor Street.,This project is needed to stabilize the slope to prevent further deterioration and damage to Taylor Street. State and federal grants have been authorized for this project and will reimburse the General Fund upon completion of construction.,0,0,0,0,0,0,0,0,0,0,0,,
2007,515,Park & Recreation,Other Parks,Tecolote Canyon Natural Park Resource Management Plan,29-796.0,"Council District: 6; Community Plan: Linda Vista, Clairemont Mesa",101000,101000,"This project would provide baseline environmental and cultural resource data upon which to base a natural resource management plan, including Multiple Species Conservation Program (MSCP) management directives.",This project will provide a baseline environmental study to manage and maintain the MSCP land.,0,0,0,0,0,0,0,0,0,0,0,,
2007,516,Park & Recreation,Other Parks,Teralta Neighborhood Park - Development,29-685.0,Council District: 3; Community Plan: Mid-City,1444991,1444991,"This project provides for the development of the 5-acre park including a children's play area, basketball courts, paved walkways, landscaping and site furnishings. Phase I is complete. Phase II of the project will include the addition of a comfort station to the park and the development of Central Avenue as a pedestrian and bicycle corridor from the park to University Avenue (History Lane).",The approved general development plan for Teralta Park includes a comfort station to serve park users. History Lane will contribute to the north/south bike route through the Mid-City community. Children's Mall will contribute toward the community goal of establishing Polk Avenue as a pedestrian corridor.,0,0,0,0,0,0,0,0,0,0,0,,
2007,517,Park & Recreation,Other Parks,Torrey Del Mar Neighborhood Park,29-546.0,Council District: 1; Community Plan: Torrey Highlands,5550000,5550000,"This project will provide for the acquisition, design and construction of a 5 useable-acre neighborhood park to serve the northern area of the Torrey Highlands community including half-width street improvements.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City of San Diego's Progress Guide and General Plan.,0,0,0,0,0,0,0,0,0,0,0,,
2007,518,Park & Recreation,Other Parks,Torrey Highlands Neighborhood Park,29-547.0,Council District: 1; Community Plan: Torrey Highlands,3516484,6675000,"This project will provide for the acquisition, design and construction of a 5 useable-acre neighborhood park in Torrey Highlands adjacent to a proposed elementary school including half-width street improvements and comfort station.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City's Progress Guide and General Plan.,1403605,840000,914911,0,0,0,0,0,0,0,0,2008,2010
2007,519,Park & Recreation,Other Parks,Torrey Highlands Trail System,29-548.0,"Council District: 1; Community Plan: Pacific Highlands Ranch, Torrey Highlands",600722,1000000,"This project provides for the design and construction of over six and a half miles of bicycle, pedestrian, and equestrian trails throughout the Pacific Highlands Ranch Subdivision. The trail system, which will meet City standards, will consist of paved, improved, multi-purpose and unpaved trails providing access from Black Mountain Park to Penasquitos Canyon and Torrey Pines Lagoon, including a footbridge at the bottom of McGonigle Canyon.",The trail system has been incorporated as a critical component of the Torrey Highlands Community Plan.,199278,0,200000,0,0,0,0,0,0,0,0,2008,2010
2007,520,Park & Recreation,Other Parks,University Village Play Area Upgrade and Improvements,29-859.0,Council District: 1; Community Plan: University,20450,330650,This project provides for the installation of a new play area and other improvements in University Village.,"This project will provide a play area, that will be fully compliant with current State safety regulations and State and federal accessibility requirements.",0,310200,0,0,0,0,0,0,0,0,0,2009,2009
2007,521,Park & Recreation,Other Parks,Wegeforth Elementary School - Joint Use Improvements,29-903.0,Council District: 6; Community Plan: Serra Mesa,2286000,2286000,"This project provides for the design and construction of approximately 4.0 acres at Wegeforth Elementary School for joint use facilities to supplement existing park acreage in the Serra Mesa Community. Phase I joint use improvements may include turfed multi-purpose sports fields, multi-purpose courts, walkways, landscaping, and accessibility upgrades. Phase II improvements may include a comfort station.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City' s Progress Guide and General Plan.,0,0,0,0,0,0,0,0,0,0,0,,
2007,522,Park & Recreation,Other Parks,West Lewis and Falcon Streets - Mini-Park,29-886.0,Council District: 2; Community Plan: Uptown,450000,894882,"This project provides for design and construction of a .35 acre mini park within the West Lewis and Falcon Streets rights-of-way. Amenities may include walkways, landscaping, seating areas and public art.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City's Progress Guide and General Plan.,0,0,0,0,0,0,0,0,0,0,0,,
2007,523,Park & Recreation,Other Parks,West Maple Canyon Mini-Park,29-891.0,Council District: 2; Community Plan: Uptown,375000,375000,"This project provides for the design and construction of .25 acre mini park to be located within the dedicated portion of the Maple Canyon Open Space. Amenities may include walkways, landscaping, seating areas and public art.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City's Progress Guide and General Plan.,0,0,0,0,0,0,0,0,0,0,0,,
2007,524,Park & Recreation,Other Parks,Windansea Improvements,29-680.0,Council District: 1; Community Plan: La Jolla,300000,925000,This project provides for beach access and parking lot improvements and protection of cliffs and beaches through storm drain erosion control at Windansea Beach. The improvements will be done in phases as funding becomes available. Phase I includes construction of three sets of stairs. Phase II includes parking lot and drainage improvements. Future phases may be necessary to address protection of cliffs and beaches through storm drain erosion control.,"This project will provide stairs to the beach, coastal bluff stability, and improve storm water protection through upgrades to the existing storm drain systems.",350000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,525,Park & Recreation,Storm Drains/Flood Control,"San Diego River Dredging, Qualcomm Way to State Route 163 - Phase One",12-157.0,Council District: 6; Community Plan: Mission Valley,425000,425000,"This project provides for the first phase of dredging within the San Diego River between Qualcomm Way and State Route 163. The first phase will remove a small island of sediment located at the Murray Creek outfall near the western end of Hazard Center Drive. Other phases of dredging within the project area may be required in the future, pending funding identification.",This project will protect adjacent property from potential flooding during rain events.,0,0,0,0,0,0,0,0,0,0,0,,
